select DISTINCT routine_name from information_schema.routines order by routine_name
abs
add_months
acos                               
acosh                              
any_value                          
approx_distinct                    
approx_median                      
approx_percentile_cont             
approx_percentile_cont_with_weight
array_agg                          
array_any_value                    
array_append                       
array_cat                          
array_compact                      
array_concat                       
array_construct                    
array_contains                     
array_dims                         
array_distance                     
array_distinct                     
array_element                      
array_empty                        
array_except                       
array_extract                      
array_flatten                      
array_generate_range               
array_has                          
array_has_all                      
array_has_any                      
array_indexof                      
array_insert                       
array_intersect                    
array_intersection                 
array_join                         
array_length                       
array_max                          
array_min                          
array_ndims                        
array_pop_back                     
array_pop_front                    
array_position                     
array_positions                    
array_prepend                      
array_push_back                    
array_push_front                   
array_remove                       
array_remove_all                   
array_remove_at                    
array_remove_n                     
array_repeat                       
array_replace                      
array_replace_all                  
array_replace_n                    
array_resize                       
array_reverse                      
array_size                         
array_slice                        
array_sort                         
array_to_string                    
array_union                        
array_union_agg                    
array_unique_agg                   
arrays_overlap                     
arrays_to_object                   
arrays_zip                         
arrow_cast                         
arrow_typeof                       
ascii                              
asin                               
asinh                              
atan                               
atan2                              
atanh                              
avg                                
bit_and                            
bit_length                         
bit_or                             
bit_xor                            
bool_and                           
bool_or                            
booland                            
booland_agg                        
boolor                             
boolor_agg                         
boolxor                            
boolxor_agg                        
btrim                              
cardinality                        
cbrt                               
ceil                               
char_length                        
character_length                   
chr                                
coalesce                           
concat                             
concat_ws                          
contains                           
convert_timezone                   
corr                               
cos                                
cosh                               
cot                                
count                              
covar                              
covar_pop                          
covar_samp                         
cume_dist                          
current_client                     
current_database                   
current_date
current_ip_address                       
current_role                       
current_role_type                  
current_schema                     
current_schemas                    
current_session                    
current_time                       
current_timestamp                  
current_version                    
current_warehouse                  
date_add                           
date_bin                           
date_diff                          
date_format                        
date_from_parts                    
date_part                          
date_trunc                         
dateadd                            
datediff                           
datefromparts                      
datepart                           
datetrunc                          
decode                             
degrees                            
dense_rank                         
digest                             
element_at                         
empty                              
encode                             
ends_with                          
equal_null                         
exp                                
factorial                          
find_in_set                        
first_value                        
flatten                            
floor                              
from_unixtime                      
gcd                                
generate_range                     
generate_series                    
get                                
get_field                          
get_path                           
greatest                           
grouping                           
iff                                
ifnull                             
initcap                            
insert                             
instr                              
is_array                           
is_object                          
isnan                              
iszero                             
json_as_text                       
json_contains                      
json_get                           
json_get_bool                      
json_get_float                     
json_get_int                       
json_get_json                      
json_get_str                       
json_keys                          
json_len                           
json_length                        
json_object_keys                   
lag
last_query_id                                
last_value                         
lcm                                
lead                               
least                              
left                               
length                             
levenshtein                        
list_any_value                     
list_append                        
list_cat                           
list_concat                        
list_contains                      
list_dims                          
list_distance                      
list_distinct                      
list_element                       
list_empty                         
list_except                        
list_extract                       
list_has                           
list_has_all                       
list_has_any                       
list_indexof                       
list_intersect                     
list_join                          
list_length                        
list_max                           
list_ndims                         
list_pop_back                      
list_pop_front                     
list_position                      
list_positions                     
list_prepend                       
list_push_back                     
list_push_front                    
list_remove                        
list_remove_all                    
list_remove_n                      
list_repeat                        
list_replace                       
list_replace_all                   
list_replace_n                     
list_resize                        
list_reverse                       
list_slice                         
list_sort                          
list_to_string
list_union
listagg
ln
log
log10                              
log2                               
lower                              
lpad                               
ltrim                              
make_array                         
make_date                          
make_list                          
make_object                        
map                                
map_extract                        
map_keys                           
map_values                         
max                                
md5                                
mean                               
median                             
min                                
named_struct                       
nanvl
next_day
now                                
nth_value                          
ntile                              
nullif                             
nullifzero                         
nvl                                
nvl2                               
object_agg                         
object_construct                   
object_delete                      
object_insert                      
object_keys                        
object_pick                        
octet_length                       
overlay                            
parse_json                         
percent_rank                       
percentile_cont                    
pi                                 
position                           
pow                                
power                              
radians                            
random                             
range                              
rank                               
regexp_count                       
regexp_like                        
regexp_match                       
regexp_replace                     
regexp_substr                      
regr_avgx                          
regr_avgy                          
regr_count                         
regr_intercept                     
regr_r2                            
regr_slope                         
regr_sxx                           
regr_sxy                           
regr_syy                           
repeat                             
replace                            
reverse                            
right                              
rlike                              
round                              
row                                
row_number                         
rpad                               
rtrim                              
rtrimmed_length                    
sha224                             
sha256                             
sha384                             
sha512                             
signum                             
sin                                
sinh                               
split_part                         
sqrt                               
starts_with                        
stddev                             
stddev_pop                         
stddev_samp                        
string_agg                         
string_to_array                    
string_to_list                     
strpos                             
strtok_to_array                    
struct                             
substr                             
substr_index                       
substring                          
substring_index                    
sum                                
tan                                
tanh                               
time                               
time_add                           
time_diff                          
time_from_parts                    
timeadd                            
timediff                           
timefromparts                      
timestamp_add                      
timestamp_diff                     
timestamp_from_parts               
timestamp_ltz_from_parts           
timestamp_ntz_from_parts           
timestamp_tz_from_parts            
timestampadd                       
timestampdiff                      
timestampltzfromparts              
timestampntzfromparts              
timestamptzfromparts               
to_boolean                         
to_char                            
to_date                            
to_hex                             
to_local_time                      
to_time                            
to_timestamp                       
to_timestamp_micros                
to_timestamp_millis                
to_timestamp_nanos                 
to_timestamp_seconds               
to_unixtime                        
today                              
translate                          
trim                               
trunc                              
try_to_boolean                     
try_to_time                        
union_extract                      
upper                              
uuid                               
var                                
var_pop                            
var_population                     
var_samp                           
var_sample
variant_element
version
jarowinkler_similarity
